,month,max_extreme,min_extreme
1,1,-11.518672186734713,-31.264305548789366
2,2,-11.686613281686775,-38.514780140549135
3,3,-14.575102369712985,-46.3110914240755
4,4,-18.442994615275264,-50.289558108835635
5,5,-11.040382325420296,-50.90288063039269
6,6,-14.430081346956687,-48.20239329693007
7,7,-15.036948685446355,-50.71487195224522
8,8,-19.753319424414496,-56.53472853673836
9,9,-21.562830514899886,-50.57200760064033
10,10,-21.131930786233994,-44.396117037872266
11,11,-14.177173364709935,-38.81733200421813
12,12,-10.29590622584675,-30.209399548956164
