,month,max_extreme,min_extreme
1,1,29.80748039147869,22.69111622552715
2,2,29.686087795256903,22.435053419429362
3,3,29.764934718318905,22.414940234697124
4,4,29.840691922542508,23.139404073246475
5,5,29.783544338207488,22.949267234944212
6,6,29.822888527213852,22.065646632609052
7,7,29.409353422566692,21.830315424026026
8,8,29.250324586023392,22.04699931768622
9,9,29.83419450846914,21.78587041097524
10,10,30.38065854485737,22.58700291920223
11,11,29.948147544267798,22.75077170674588
12,12,30.15060916057272,23.050213052785704
