,month,max_extreme,min_extreme
1,1,-4.03325883870467,-21.308965410271824
2,2,-3.788045085676396,-34.62547110080136
3,3,-10.785432210686714,-41.73455059965005
4,4,-11.042094512612277,-47.95356939321827
5,5,-15.149046088537105,-44.895010706423086
6,6,-12.84204985023215,-48.09584142441803
7,7,-16.687307169947047,-47.99443181412083
8,8,-16.593193606368224,-52.38164713555027
9,9,-18.217665386950035,-46.79708033708329
10,10,-11.348378961643366,-45.263804993010396
11,11,-3.8984210356197355,-33.70758116108319
12,12,-3.018466852041861,-20.694556044653304
