,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,35.80844661290325,1.5575670481889834,39.70236423337571,19.895180000000025,1.6155970776118969,15.856187305970282
2,2,38.130749470588256,1.991495865327887,43.10948913390797,22.016434764705906,2.0036824189692912,17.00722871728268
3,3,40.34959935483873,1.5255031066991531,44.163357121586614,25.160782526881746,1.790908694399354,20.68351079088336
4,4,40.002742000000026,1.3869196066954308,43.470041016738605,27.315904611111133,1.8282873267240107,22.745186294301106
5,5,38.41166145161293,2.044187307687809,43.52212972083245,27.783274139784968,1.4076576976476052,24.264129895665956
6,6,34.62799422222224,2.9433069756781958,41.98626166141773,25.335323333333356,1.624421892794807,21.27426860134634
7,7,30.376038965517267,2.2374793505440596,35.96973734187742,23.126426839080484,0.9309447451946655,20.79906497609382
8,8,29.094140451612926,1.6390366450913774,33.191732064341366,22.438032451612926,0.6714807291752259,20.75933062867486
9,9,29.989257466666697,1.6137359005125131,34.02359721794798,22.657930533333353,0.8968267507361464,20.415863656492988
10,10,33.106241741935506,2.2691213310425686,38.77904506954193,23.22210890322583,1.2578479122426545,20.077489122619195
11,11,35.32396366666669,1.1754949533600978,38.26270105006694,21.99906826666669,1.7803138164590036,17.54828372551918
12,12,35.876773225806474,1.3363555381873757,39.217662071274916,20.61877096774196,1.7100575943212573,16.343626981938815
