,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-7.190734892473096,2.422776129572257,-1.133794568542453,-11.263009086021482,2.6590156733066683,-17.910548269288153
2,2,-12.963762470588213,5.228225796474185,0.10680202059725019,-17.09513952941174,5.516359953007755,-30.886039411931126
3,3,-19.024619677419334,6.184080788441982,-3.56441770631438,-23.247057795698904,6.486848129754915,-39.46417812008619
4,4,-21.675356888888864,6.671427814407459,-4.996787352870214,-26.22771938888887,6.51657287478207,-42.51915157584404
5,5,-24.830422903225788,6.739016956724928,-7.9828805114134695,-29.436344086021485,6.697719195815476,-46.18064207556017
6,6,-26.474170499999975,7.088495701598169,-8.752931246004554,-31.131985666666647,7.074843025054487,-48.819093229302865
7,7,-28.269430459770096,7.444702563291148,-9.657674051542227,-33.099749310344805,7.312339225164574,-51.380597373256236
8,8,-29.711961548387073,8.035607465250353,-9.622942885261192,-34.28921748387094,7.75404819820686,-53.67433797938809
9,9,-26.077231866666644,6.22595325988384,-10.512348716957042,-30.47725633333331,6.455814411075303,-46.61679236102157
10,10,-20.516134516129004,5.9009524402557245,-5.763753415489692,-24.908370838709654,5.852473671587592,-39.53955501767864
11,11,-10.917476599999977,4.659284730789577,0.7307352269739642,-15.078940333333309,4.9468815465074965,-27.446144199602053
12,12,-6.794468709677394,2.4455654888141622,-0.6805549876419885,-10.87939980645159,2.925814940460417,-18.193937157602633
