,month,max_extreme,min_extreme
1,1,-8.446460953282582,-37.17298715381838
2,2,-11.054454631364653,-43.06953469725228
3,3,-14.506723309183664,-50.3599400600938
4,4,-16.895220787330963,-58.632229820102175
5,5,-20.52798080862848,-59.3316142690646
6,6,-20.678260735003136,-58.303976481876205
7,7,-13.835092232153148,-59.6730780965074
8,8,-19.518202286585478,-57.050550120813796
9,9,-19.027764116049077,-54.881516667344364
10,10,-15.419844458557536,-53.45691436776438
11,11,-13.592981990558963,-44.67212520455912
12,12,-10.203216421597979,-34.91309759841862
