,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
272,2020-09-29,24.597800000000007,10.974540000000047,30.000000000000995,-100.00000000000938,False,True,False,True
273,2020-09-30,27.170470000000023,12.130700000000047,30.000000000000995,-100.00000000000938,False,True,False,True
300,2020-10-27,7.086200000000019,1.7352500000000075,30.000000000000995,-100.00000000000938,False,True,False,True
301,2020-10-28,13.059600000000046,0.956260000000043,30.000000000000995,-100.00000000000938,False,True,False,True
520,2021-06-04,24.07080000000002,17.3168,30.000000000000995,-100.00000000000938,False,True,False,True
521,2021-06-05,26.025260000000003,16.30074000000002,30.000000000000995,-100.00000000000938,False,True,False,True
1087,2022-12-23,-1.9898399999999583,-10.709329999999966,30.000000000000995,-100.00000000000938,False,True,False,True
1088,2022-12-24,2.203450000000032,-7.041719999999998,30.000000000000995,-100.00000000000938,False,True,False,True
1250,2023-06-04,27.815150000000017,16.773770000000013,30.000000000000995,-100.00000000000938,False,True,False,True
1251,2023-06-05,27.508500000000023,16.632100000000037,30.000000000000995,-100.00000000000938,False,True,False,True
1252,2023-06-06,27.95168000000001,17.249720000000025,30.000000000000995,-100.00000000000938,False,True,False,True
1398,2023-10-30,8.508450000000039,1.9038300000000277,30.000000000000995,-100.00000000000938,False,True,False,True
1399,2023-10-31,12.696619999999996,3.617760000000033,30.000000000000995,-100.00000000000938,False,True,False,True
1475,2024-01-15,4.911460000000034,-7.086770000000001,30.000000000000995,-100.00000000000938,False,True,False,True
1476,2024-01-16,1.096400000000017,-10.072799999999972,30.000000000000995,-100.00000000000938,False,True,False,True
1922,2025-04-06,13.839530000000025,2.8425000000000296,30.000000000000995,-100.00000000000938,False,True,False,True
1923,2025-04-07,19.424300000000017,4.283170000000041,30.000000000000995,-100.00000000000938,False,True,False,True
