,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
382,2021-01-17,-5.513099999999952,-6.9675699999999665,-79.99999999999889,-19.999999999991132,True,False,True,False
383,2021-01-18,-4.740759999999966,-8.616499999999974,-79.99999999999889,-19.999999999991132,True,False,True,False
531,2021-06-15,-45.15929999999997,-47.10492999999997,-79.99999999999889,-19.999999999991132,False,True,False,True
532,2021-06-16,-42.597369999999984,-46.84881999999999,-79.99999999999889,-19.999999999991132,False,True,False,True
720,2021-12-21,-5.3841299999999706,-9.923959999999964,-79.99999999999889,-19.999999999991132,True,False,True,False
721,2021-12-22,-4.732399999999984,-8.170799999999986,-79.99999999999889,-19.999999999991132,True,False,True,False
1259,2023-06-13,-11.93284,-14.586279999999988,-79.99999999999889,-19.999999999991132,True,False,True,False
1260,2023-06-14,-12.944199999999968,-17.30070999999998,-79.99999999999889,-19.999999999991132,True,False,True,False
1292,2023-07-16,-43.24774999999997,-51.127399999999966,-79.99999999999889,-19.999999999991132,False,True,False,True
1293,2023-07-17,-46.40702999999996,-51.097969999999975,-79.99999999999889,-19.999999999991132,False,True,False,True
1329,2023-08-22,-14.886079999999993,-23.600359999999966,-79.99999999999889,-19.999999999991132,True,False,True,False
1330,2023-08-23,-12.921799999999962,-17.733469999999983,-79.99999999999889,-19.999999999991132,True,False,True,False
1583,2024-05-02,-11.132360000000006,-20.093849999999975,-79.99999999999889,-19.999999999991132,True,False,True,False
1584,2024-05-03,-11.55159999999995,-12.71963999999997,-79.99999999999889,-19.999999999991132,True,False,True,False
1711,2024-09-07,-12.05673999999999,-16.929299999999955,-79.99999999999889,-19.999999999991132,True,False,True,False
1712,2024-09-08,-14.4067,-23.792819999999978,-79.99999999999889,-19.999999999991132,True,False,True,False
