,month,max_extreme,min_extreme
1,1,-18.025959786679906,-31.626422323240337
2,2,-17.76452624142239,-41.33143775002906
3,3,-23.928195959051497,-48.508273852186576
4,4,-24.672930310229972,-52.432571794506096
5,5,-25.344715605129306,-52.07419902440063
6,6,-25.28748990106925,-51.36184654817592
7,7,-26.872088125528172,-55.336735156822265
8,8,-25.61915566299125,-57.145209902600094
9,9,-27.378949642860995,-52.84090560017937
10,10,-26.46041305706347,-46.086124526285204
11,11,-20.137524572435225,-39.35528662210676
12,12,-16.95076784081066,-31.473526509492615
