,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
33,2020-02-03,-10.455299999999966,-33.315199999999976,30.000000000000995,99.99999999999858,False,True,False,True
34,2020-02-04,-8.797339999999963,-33.13305999999997,30.000000000000995,99.99999999999858,False,True,False,True
121,2020-05-01,-0.0948999999999955,-18.621999999999986,30.000000000000995,99.99999999999858,False,True,False,True
122,2020-05-02,0.2663800000000265,-18.485169999999982,30.000000000000995,99.99999999999858,False,True,False,True
148,2020-05-28,0.0304200000000491,-16.643399999999986,30.000000000000995,99.99999999999858,False,True,False,True
149,2020-05-29,0.4786600000000476,-15.126869999999997,30.000000000000995,99.99999999999858,False,True,False,True
230,2020-08-18,5.149000000000001,-4.319500000000005,30.000000000000995,99.99999999999858,False,True,False,True
231,2020-08-19,10.486379999999995,-2.5263400000000047,30.000000000000995,99.99999999999858,False,True,False,True
525,2021-06-09,1.1951999999999998,-6.562479999999994,30.000000000000995,99.99999999999858,False,True,False,True
526,2021-06-10,7.240870000000029,-5.429899999999975,30.000000000000995,99.99999999999858,False,True,False,True
626,2021-09-18,5.080800000000011,-5.096779999999967,30.000000000000995,99.99999999999858,False,True,False,True
627,2021-09-19,7.7248200000000224,-4.64549999999997,30.000000000000995,99.99999999999858,False,True,False,True
693,2021-11-24,-8.585199999999986,-24.07789999999997,30.000000000000995,99.99999999999858,False,True,False,True
694,2021-11-25,-8.324739999999963,-24.16089999999997,30.000000000000995,99.99999999999858,False,True,False,True
695,2021-11-26,-7.195259999999962,-23.75918999999999,30.000000000000995,99.99999999999858,False,True,False,True
696,2021-11-27,-7.293619999999976,-23.488289999999974,30.000000000000995,99.99999999999858,False,True,False,True
697,2021-11-28,-8.482339999999965,-26.163999999999987,30.000000000000995,99.99999999999858,False,True,False,True
698,2021-11-29,-9.138369999999952,-26.267029999999977,30.000000000000995,99.99999999999858,False,True,False,True
699,2021-11-30,-7.162499999999966,-25.710289999999983,30.000000000000995,99.99999999999858,False,True,False,True
722,2021-12-23,-8.921099999999967,-34.08183999999997,30.000000000000995,99.99999999999858,False,True,False,True
723,2021-12-24,-10.606759999999952,-35.113759999999985,30.000000000000995,99.99999999999858,False,True,False,True
767,2022-02-06,-10.494479999999951,-33.03267999999997,30.000000000000995,99.99999999999858,False,True,False,True
768,2022-02-07,-10.220739999999978,-31.54449999999997,30.000000000000995,99.99999999999858,False,True,False,True
769,2022-02-08,-10.49158,-31.33218999999997,30.000000000000995,99.99999999999858,False,True,False,True
791,2022-03-02,-7.120180000000005,-25.56694999999999,30.000000000000995,99.99999999999858,False,True,False,True
792,2022-03-03,-5.419299999999964,-26.011199999999977,30.000000000000995,99.99999999999858,False,True,False,True
826,2022-04-06,-2.105139999999949,-17.32075999999998,30.000000000000995,99.99999999999858,False,True,False,True
827,2022-04-07,-2.3860199999999736,-17.214349999999968,30.000000000000995,99.99999999999858,False,True,False,True
912,2022-07-01,2.6311600000000226,-1.7089599999999905,30.000000000000995,99.99999999999858,False,True,False,True
913,2022-07-02,9.09140000000002,-1.7431699999999637,30.000000000000995,99.99999999999858,False,True,False,True
914,2022-07-03,11.863370000000032,-1.9300999999999815,30.000000000000995,99.99999999999858,False,True,False,True
915,2022-07-04,13.525900000000036,-1.4816299999999956,30.000000000000995,99.99999999999858,False,True,False,True
982,2022-09-09,2.473540000000014,-5.91404,30.000000000000995,99.99999999999858,False,True,False,True
983,2022-09-10,6.758420000000001,-6.100739999999973,30.000000000000995,99.99999999999858,False,True,False,True
1125,2023-01-30,4.970900000000029,-10.525919999999983,30.000000000000995,99.99999999999858,True,False,True,False
1126,2023-01-31,5.0373200000000224,-8.92587999999995,30.000000000000995,99.99999999999858,True,False,True,False
1396,2023-10-28,0.5443000000000211,-15.98291999999998,30.000000000000995,99.99999999999858,False,True,False,True
1397,2023-10-29,0.4611500000000319,-16.667100000000005,30.000000000000995,99.99999999999858,False,True,False,True
1424,2023-11-25,-2.415869999999984,-24.778939999999977,30.000000000000995,99.99999999999858,False,True,False,True
1425,2023-11-26,-4.099459999999965,-27.24202999999997,30.000000000000995,99.99999999999858,False,True,False,True
1690,2024-08-17,10.495630000000006,-1.5045199999999568,30.000000000000995,99.99999999999858,False,True,False,True
1691,2024-08-18,9.78710000000001,-1.6719999999999686,30.000000000000995,99.99999999999858,False,True,False,True
