,month,max_extreme,min_extreme
1,1,-14.786945570861663,-29.1795502007481
2,2,-15.084563120229038,-38.81537863383937
3,3,-22.57625059407743,-47.47871245460742
4,4,-24.924761204060314,-49.829016087239765
5,5,-23.74068075998133,-50.833623028275966
6,6,-24.342090466784626,-49.66283531186429
7,7,-26.24690769176665,-52.97905949000823
8,8,-24.60376825811048,-57.74858579068359
9,9,-27.323149477077138,-51.219889808568496
10,10,-24.551131147596053,-45.786974549693056
11,11,-17.6001595899671,-38.58571992705698
12,12,-13.117035094082354,-29.603017075260166
