,month,max_extreme,min_extreme
1,1,21.35037647970478,-2.562367365010581
2,2,23.173056435501735,-3.662687014527561
3,3,21.59349469564469,-7.021514266366161
4,4,17.918392821594416,-10.116406839378355
5,5,18.221540909985205,-18.11321449906058
6,6,8.281350881254276,-26.852156294089873
7,7,6.218116783043097,-22.831038221363706
8,8,7.740278253907167,-21.58690152189612
9,9,7.633775971981339,-19.71393381612892
10,10,13.084749591081476,-14.386336111977325
11,11,17.444500146953175,-10.770109311313844
12,12,19.89966925695657,-3.594129199226073
