,month,max_extreme,min_extreme
1,1,-19.269902557940494,-40.03282417668324
2,2,-23.152127677438756,-51.37325924572251
3,3,-27.077746448710926,-60.229522372885455
4,4,-29.48330982159695,-64.57140120466657
5,5,-35.01281616938491,-65.81290894343522
6,6,-34.599745893840264,-68.85661568592408
7,7,-32.033629725664454,-70.17351391221645
8,8,-32.34273129234028,-71.20478458894614
9,9,-32.92267797774238,-70.63279366183349
10,10,-27.541740154314738,-64.28075664252991
11,11,-17.926836062485286,-54.065623826872724
12,12,-18.22063732068349,-39.89689697700352
