,month,max_extreme,min_extreme
1,1,-17.939584805083804,-35.91308439631727
2,2,-14.435910369567432,-37.96700082465698
3,3,-13.72610142813693,-36.43751281970127
4,4,-7.811192608558066,-30.276347485232833
5,5,2.4658898741056383,-19.738009075700113
6,6,3.2841695274722604,-3.897614564358938
7,7,4.725202358837591,-1.641607085977383
8,8,3.463695969043738,-4.194924035764401
9,9,3.062384603243322,-13.716435549786738
10,10,1.8521985842473434,-26.302263503850206
11,11,-5.4177951267400815,-37.84661628957177
12,12,-11.553091313530617,-36.453418831325706
