,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,21.04447016129035,3.9074192475427507,30.813018280147226,9.365320698924753,3.1077014575153936,1.5960670551362695
2,2,20.527904588235316,4.662487299395692,32.18412283672455,8.826423705882377,3.321132610172155,0.5235921804519883
3,3,16.817786720430128,3.9752172190917796,26.75582976815958,6.609398709677443,3.511518714706271,-2.1693980770882355
4,4,12.732010944444466,3.909598382142473,22.50600689980065,3.4217003888889104,3.231116714103856,-4.65609139637073
5,5,7.216531935483895,3.4670355704285445,15.884120861555255,0.16720091397851675,3.0033737010031794,-7.341233338529431
6,6,3.1333216111111324,3.7325369008830727,12.464663863318814,-2.8876605555555335,3.9807988966757804,-12.839657797244985
7,7,2.752841034482782,3.8714308074099777,12.431418053007725,-3.9652917816091726,4.432504521951044,-15.046553086486783
8,8,5.997132193548409,3.4895516315619584,14.721011272453303,-1.4341308387096539,3.445546597848691,-10.047997333331383
9,9,9.890513400000021,3.343121433471124,18.24831698367783,0.5094754666666877,3.06042277582176,-7.1415814728877125
10,10,14.998851161290347,4.081234407110237,25.20193717906594,4.0588947096774435,3.2672818366350933,-4.109309881910289
11,11,18.450291400000022,4.149214447542651,28.82332751885665,6.427107266666691,3.109181948541355,-1.3458476046866972
12,12,19.907714000000023,4.656995598719241,31.550202996798127,8.179265032258087,3.2056581805652913,0.16511958084485912
