,month,max_extreme,min_extreme
1,1,0.6152320517332033,-21.133518275070813
2,2,-3.0367919555183445,-22.721000056580834
3,3,-3.2376547310301813,-28.198734719669606
4,4,-4.822951309599416,-32.09536287787329
5,5,-5.603957233418555,-34.73717048596593
6,6,-5.754535037549793,-36.895060330099874
7,7,-6.267142369836144,-37.70509493497504
8,8,-6.029767726118186,-37.524915408688685
9,9,-9.182279221957431,-38.43570346769222
10,10,-4.34225006221183,-34.76902336897386
11,11,-1.158034001496862,-27.797620405227892
12,12,-1.2971405968010599,-19.454885056201753
