,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
2,2020-01-03,29.20846,17.241420000000005,10.000000000000815,0.0,False,True,False,True
3,2020-01-04,30.131100000000004,16.955380000000048,10.000000000000815,0.0,False,True,False,True
302,2020-10-29,33.07656000000003,19.748130000000003,10.000000000000815,0.0,False,True,False,True
303,2020-10-30,33.94598000000002,20.144830000000013,10.000000000000815,0.0,False,True,False,True
455,2021-03-31,39.699730000000045,22.222200000000043,10.000000000000815,0.0,False,True,False,True
456,2021-04-01,39.40743000000003,23.319420000000036,10.000000000000815,0.0,False,True,False,True
457,2021-04-02,39.37008000000003,22.76690000000002,10.000000000000815,0.0,False,True,False,True
458,2021-04-03,39.10000000000002,22.581700000000012,10.000000000000815,0.0,False,True,False,True
874,2022-05-24,32.36242000000004,22.62106,10.000000000000815,0.0,False,True,False,True
875,2022-05-25,32.22140000000002,23.53018000000003,10.000000000000815,0.0,False,True,False,True
1031,2022-10-28,33.757600000000025,20.080039999999997,10.000000000000815,0.0,False,True,False,True
1032,2022-10-29,33.518520000000024,19.109950000000023,10.000000000000815,0.0,False,True,False,True
