,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-21.0956375268817,4.015042983976745,-11.058030066939837,-27.925665483870944,4.838041484800299,-40.020769195871694
2,2,-26.680628882352913,4.68823666137629,-14.960037228912189,-33.414049294117625,5.083902083664734,-46.12380450327946
3,3,-33.323673494623634,5.959435517292444,-18.425084701392525,-38.889115806451585,6.080217240108985,-54.08965890672405
4,4,-38.83030416666665,6.626473346611776,-22.26412080013721,-43.49243716666665,6.23626336304195,-59.083095574271525
5,5,-41.54971999999998,6.2571402143667365,-25.906869464083137,-46.016327043010726,5.481391919562764,-59.71980684191764
6,6,-40.69045899999998,5.750888436871765,-26.31323790782057,-45.19653261111109,5.375282931863346,-58.63473994076945
7,7,-37.55781086206895,8.094389490414075,-17.32183713603376,-43.089776609195376,7.243621979132836,-61.19883155702747
8,8,-39.671014193548366,6.199831088807395,-24.17143647152988,-44.13167664516127,6.0485753665414075,-59.25311506151479
9,9,-37.730743799999985,5.090367694574728,-25.004824563563165,-42.92130146666664,4.837054670101652,-55.01393814192077
10,10,-34.28500058064514,5.720997431838745,-19.982507001048276,-40.74485464516127,5.444676182901385,-54.35654510241473
11,11,-27.734401399999975,4.618283512201823,-16.188692619495416,-34.28610639999998,5.187578622733537,-47.25505295683382
12,12,-20.781604967741913,2.96843793537344,-13.360510129308313,-27.492278580645138,3.5698870568875205,-36.41699622286394
