,month,max_extreme,min_extreme
1,1,-22.000624036080687,-37.44416004177311
2,2,-22.621993766787856,-48.40502985390209
3,3,-29.39882219617611,-56.663322827427734
4,4,-30.40674308040142,-60.87270196684689
5,5,-30.81570048004258,-60.73349751380696
6,6,-31.47731176871606,-60.98264820177147
7,7,-32.06433817725261,-65.19230578711988
8,8,-32.29079319054397,-66.3418781609055
9,9,-33.059151035058456,-62.93612384496948
10,10,-32.09563066849233,-56.79085675825579
11,11,-22.785194320745447,-47.27711994438297
12,12,-20.15584006326629,-37.38170052362362
