,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
37,2020-02-07,-21.16925999999998,-28.986409999999974,-79.99999999999889,139.99999999999636,True,False,True,False
38,2020-02-08,-19.20710999999997,-27.186849999999964,-79.99999999999889,139.99999999999636,True,False,True,False
80,2020-03-21,-53.12869999999998,-56.099939999999975,-79.99999999999889,139.99999999999636,False,True,False,True
81,2020-03-22,-53.974969999999985,-56.121069999999975,-79.99999999999889,139.99999999999636,False,True,False,True
82,2020-03-23,-50.29220999999998,-57.349279999999965,-79.99999999999889,139.99999999999636,False,True,False,True
243,2020-08-31,-32.71446999999998,-51.40435999999997,-79.99999999999889,139.99999999999636,True,False,True,False
244,2020-09-01,-28.44665999999998,-32.27183999999997,-79.99999999999889,139.99999999999636,True,False,True,False
245,2020-09-02,-30.40403999999998,-39.13525999999999,-79.99999999999889,139.99999999999636,True,False,True,False
807,2022-03-18,-26.01037999999997,-30.769929999999988,-79.99999999999889,139.99999999999636,True,False,True,False
808,2022-03-19,-23.61818999999997,-32.959949999999964,-79.99999999999889,139.99999999999636,True,False,True,False
1122,2023-01-27,-31.86493999999999,-38.166739999999976,-79.99999999999889,139.99999999999636,False,True,False,True
1123,2023-01-28,-33.796179999999964,-39.775289999999984,-79.99999999999889,139.99999999999636,False,True,False,True
1124,2023-01-29,-32.92683999999997,-36.845189999999974,-79.99999999999889,139.99999999999636,False,True,False,True
1125,2023-01-30,-32.19471999999999,-38.36105999999998,-79.99999999999889,139.99999999999636,False,True,False,True
1285,2023-07-09,-31.17629999999997,-36.69676999999999,-79.99999999999889,139.99999999999636,True,False,True,False
1286,2023-07-10,-33.578569999999985,-40.504399999999976,-79.99999999999889,139.99999999999636,True,False,True,False
1967,2025-05-21,-59.74559999999997,-61.67050999999998,-79.99999999999889,139.99999999999636,False,True,False,True
1968,2025-05-22,-61.06392999999997,-62.70567999999997,-79.99999999999889,139.99999999999636,False,True,False,True
1969,2025-05-23,-61.107759999999985,-62.369249999999965,-79.99999999999889,139.99999999999636,False,True,False,True
1970,2025-05-24,-61.113939999999985,-63.99574999999999,-79.99999999999889,139.99999999999636,False,True,False,True
1971,2025-05-25,-47.59976999999998,-63.55545999999998,-79.99999999999889,139.99999999999636,False,True,False,True
