,month,max_extreme,min_extreme
1,1,-21.407737954989717,-41.096968369115835
2,2,-25.81922775127888,-51.664444465047694
3,3,-32.58301275983594,-60.5033006866229
4,4,-38.21391391556329,-63.707277767407476
5,5,-38.00977774052603,-64.88360153336035
6,6,-37.85588085212213,-64.46906025132242
7,7,-40.8047273896201,-65.95424931278849
8,8,-37.89660948627688,-67.63976855758717
9,9,-37.57068714138554,-67.51916061238579
10,10,-35.63619088226072,-58.687257540766275
11,11,-23.611092917514718,-51.01080634743952
12,12,-21.160194362278155,-39.71061452122575
