,month,max_extreme,min_extreme
1,1,30.471072455050923,0.56936130133737
2,2,32.349227498628935,1.9320215808833936
3,3,40.64189432216105,6.0267456610633126
4,4,44.26686655418487,11.535415499098944
5,5,45.31840716196911,15.867579842463062
6,6,44.71006219794579,20.17710930633894
7,7,42.72145306700556,21.31160658256128
8,8,44.70121756037327,22.039742141667723
9,9,43.12911625814151,17.905790811962675
10,10,40.72643534842721,12.090703982487168
11,11,34.768296392854324,6.596415519878919
12,12,30.5054908714337,2.1151733722080746
