,month,max_extreme,min_extreme
1,1,39.70236423337571,15.856187305970282
2,2,43.10948913390797,17.00722871728268
3,3,44.163357121586614,20.68351079088336
4,4,43.470041016738605,22.745186294301106
5,5,43.52212972083245,24.264129895665956
6,6,41.98626166141773,21.27426860134634
7,7,35.96973734187742,20.79906497609382
8,8,33.191732064341366,20.75933062867486
9,9,34.02359721794798,20.415863656492988
10,10,38.77904506954193,20.077489122619195
11,11,38.26270105006694,17.54828372551918
12,12,39.217662071274916,16.343626981938815
