,month,max_extreme,min_extreme
1,1,2.6276497079586303,-16.185059490214712
2,2,1.3650921956985655,-19.253743948348824
3,3,1.3556022722511623,-22.5014317828814
4,4,-1.7130404444331173,-27.606463259300583
5,5,-1.2398996208119097,-30.845746831676976
6,6,-3.5105876370591,-33.63496939158105
7,7,-2.351235857344969,-37.02243724946782
8,8,-3.4430352419069994,-35.799018476342866
9,9,-4.777281181483659,-37.7226358807821
10,10,-0.28075437942586134,-31.97920824203485
11,11,2.0187433857163004,-23.508405450397994
12,12,1.4461343950577286,-15.74161087839936
