,month,max_extreme,min_extreme
1,1,-7.566353345312454,-24.754685268870624
2,2,-5.252481033906507,-34.41392465120913
3,3,-7.699283389732514,-44.160457777202424
4,4,-10.977093506195537,-46.6795766654814
5,5,-5.530218129199948,-47.76839111977776
6,6,-7.165378458001033,-49.60702336369708
7,7,-9.033432329219522,-49.78885587899165
8,8,-11.181780412888934,-58.92216970165538
9,9,-13.696163772348932,-49.393192073725814
10,10,-17.67794754595184,-40.885091417456465
11,11,-10.55121412172159,-35.55620075381558
12,12,-5.220430651193123,-26.91917167835504
