,month,max_extreme,min_extreme
1,1,-1.029040501382168,-17.382714761877008
2,2,-0.2678563415293862,-33.826525787885636
3,3,-7.716802653134039,-48.78752011006567
4,4,-13.662731179772809,-53.52236702547575
5,5,-8.208704222327722,-60.13604826397166
6,6,-9.711520118674866,-58.339338807321525
7,7,-17.298296775205458,-57.85884203293796
8,8,-13.604484236789453,-67.04176531832746
9,9,-12.561792989710774,-60.74434654968702
10,10,-13.601399033121773,-49.12504555341471
11,11,-6.962378353525201,-35.52550518007132
12,12,0.07969924541706597,-18.661514320266704
