,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
152,2020-06-01,7.293900000000008,-0.801339999999982,50.00000000000128,-70.00000000000256,False,True,False,True
153,2020-06-02,11.676540000000044,-1.0436199999999758,50.00000000000128,-70.00000000000256,False,True,False,True
303,2020-10-30,-2.0515499999999633,-7.450349999999958,50.00000000000128,-70.00000000000256,False,True,False,True
304,2020-10-31,-3.096900000000005,-8.24011999999999,50.00000000000128,-70.00000000000256,False,True,False,True
314,2020-11-10,12.948080000000004,6.7295500000000175,50.00000000000128,-70.00000000000256,True,False,True,False
315,2020-11-11,12.955300000000022,8.67294000000004,50.00000000000128,-70.00000000000256,True,False,True,False
1040,2022-11-06,15.669460000000017,7.758140000000026,50.00000000000128,-70.00000000000256,True,False,True,False
1041,2022-11-07,12.268700000000024,1.5862000000000194,50.00000000000128,-70.00000000000256,True,False,True,False
1372,2023-10-04,21.661770000000047,8.794600000000003,50.00000000000128,-70.00000000000256,True,False,True,False
1373,2023-10-05,23.27743000000004,13.519740000000011,50.00000000000128,-70.00000000000256,True,False,True,False
