,month,max_extreme,min_extreme
1,1,-13.67471221818932,-44.74488351980065
2,2,-15.12248185902207,-43.56678663674424
3,3,-14.347997836255338,-42.37473557725672
4,4,-7.814796461436382,-37.87913269763864
5,5,-1.681259869594225,-26.39264634744314
6,6,7.2309383494632025,-14.842196582987802
7,7,7.448517984584264,-6.435779032627235
8,8,5.1644155619663525,-10.608543304161612
9,9,0.2935472076363883,-20.363612526455746
10,10,-1.4241465106622062,-30.48776577949228
11,11,-13.128862917598678,-37.24321264881452
12,12,-10.226805624496608,-42.62892418788404
