,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,30.17992354838712,1.2498384427922644,33.304519655367784,18.39040543010755,1.1330387590303113,15.557808532531771
2,2,30.387803882352962,1.52197626625361,34.19274454798699,18.4767743529412,1.154796240933114,15.589783750608413
3,3,31.12840919354841,1.8484602726745596,35.74955987523481,19.08014064516131,1.188698068342732,16.10839547430448
4,4,30.86912605555558,2.6427222484991275,37.4759316768034,20.080646666666688,0.8634948535641908,17.92190953275621
5,5,30.352915698924754,2.402409528403536,36.35893951993359,20.103717849462388,1.4111392603527344,16.57586969858055
6,6,30.62836155555558,1.8726715523389215,35.31004043640288,20.1764322777778,1.0082323948474976,17.655851290659054
7,7,31.769495057471286,1.2818501697678277,34.97412048189086,20.381033850574735,0.9719851597677762,17.951070951155295
8,8,32.187328580645186,1.699076208043899,36.435019100754936,20.7359352903226,0.9406172671041219,18.384392122562296
9,9,31.370808066666694,2.207777308633363,36.8902513382501,20.325740733333358,1.1073065962988016,17.557474242586355
10,10,30.17887070967744,2.117836397963525,35.473461704586256,20.126486516129056,0.8591920324786521,17.978506434932427
11,11,27.630064666666687,1.8119441746847622,32.15992510337859,19.164181800000023,0.7475970424217042,17.295189193945763
12,12,29.07334458064518,1.541368302981277,32.92676533809837,18.59561470967744,1.345045801985703,15.233000204713184
