,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
56,2020-02-26,-33.102059999999966,-36.59906999999998,-79.99999999999889,-39.99999999999574,False,True,False,True
57,2020-02-27,-27.45707999999999,-36.304629999999975,-79.99999999999889,-39.99999999999574,False,True,False,True
259,2020-09-16,-11.218729999999994,-16.540750000000003,-79.99999999999889,-39.99999999999574,True,False,True,False
260,2020-09-17,-11.406379999999956,-16.670320000000004,-79.99999999999889,-39.99999999999574,True,False,True,False
889,2022-06-08,-8.830099999999959,-15.773229999999955,-79.99999999999889,-39.99999999999574,True,False,True,False
890,2022-06-09,-5.710239999999999,-10.55096999999995,-79.99999999999889,-39.99999999999574,True,False,True,False
891,2022-06-10,-5.738499999999988,-10.368479999999977,-79.99999999999889,-39.99999999999574,True,False,True,False
1330,2023-08-23,-9.442449999999951,-30.901459999999982,-79.99999999999889,-39.99999999999574,True,False,True,False
1331,2023-08-24,-9.654029999999976,-14.55129999999997,-79.99999999999889,-39.99999999999574,True,False,True,False
1663,2024-07-21,-12.643699999999969,-19.70190999999997,-79.99999999999889,-39.99999999999574,True,False,True,False
1664,2024-07-22,-12.252839999999992,-18.477379999999982,-79.99999999999889,-39.99999999999574,True,False,True,False
1944,2025-04-28,-8.865099999999984,-14.911699999999996,-79.99999999999889,-39.99999999999574,True,False,True,False
1945,2025-04-29,-8.645539999999983,-9.861400000000003,-79.99999999999889,-39.99999999999574,True,False,True,False
1946,2025-04-30,-9.055099999999982,-16.02589999999998,-79.99999999999889,-39.99999999999574,True,False,True,False
