,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-21.251170645161267,2.72804240265762,-14.431064638517217,-27.739558548387073,3.180085547836986,-35.68977241797954
2,2,-27.218275823529396,3.1708822791976674,-19.291070125535228,-33.3860002352941,3.0321467022513775,-40.966366990922545
3,3,-33.740286021505355,4.443849001205474,-22.63066351849167,-38.35539198924729,3.7004460800888874,-47.606507189469504
4,4,-38.52034455555553,4.551070508629187,-27.142668283982566,-42.107778055555535,4.000001171338528,-52.107780983901854
5,5,-40.26161317204299,5.146726309040838,-27.394797399440897,-43.69701064516128,4.582078997603318,-55.15220813916957
6,6,-39.76818399999998,5.625419230109188,-25.704635924727008,-43.12966827777775,5.13598166638081,-55.969622443729776
7,7,-40.05329258620687,5.847850753768919,-25.433665701784577,-43.918359827586194,5.134337318423877,-56.75420312364589
8,8,-39.04951612903224,5.411236170832666,-25.521425701950577,-42.97696677419353,4.812952804295429,-55.0093487849321
9,9,-38.72841819999998,5.119000328831002,-25.930917377922473,-42.933546266666646,4.92064392590663,-55.23515608143322
10,10,-33.82322419354836,4.388313446731088,-22.852440576720642,-39.55898464516127,4.461823815204241,-50.71354418317187
11,11,-27.566172866666637,4.070992573973093,-17.388691431733903,-34.15266939999998,4.479756012686741,-45.35205943171683
12,12,-21.418219677419334,2.7577089346488517,-14.523947340797204,-27.792384129032236,3.00835777258325,-35.31327856049036
