,month,max_extreme,min_extreme
1,1,10.227500116275152,-24.38815301438136
2,2,10.859312894390587,-20.464623556448682
3,3,11.851884681439309,-12.988114927246205
4,4,18.72146667115975,-7.803092700018416
5,5,25.883409038632337,-4.3242855868522465
6,6,28.73173621673226,3.6165395202035544
7,7,27.26249520789691,5.552478490806577
8,8,25.777682323862432,6.272339924624483
9,9,23.822722114487046,1.7908277633297889
10,10,16.92296227070031,-3.9727231053841656
11,11,12.40596389909732,-9.772081623068498
12,12,7.573404150962002,-19.52326745429152
