,month,max_extreme,min_extreme
1,1,-0.5468905753341033,-17.801217381998217
2,2,-0.540610439666187,-34.247488329742595
3,3,-4.6479551777783,-50.181368237296795
4,4,-10.887400359968478,-52.27055048236278
5,5,-6.5973257467714355,-58.596330201579875
6,6,-7.557283515933538,-59.40184866515965
7,7,-12.070092272284821,-59.1892284485408
8,8,-13.152492174750385,-65.46778226768166
9,9,-9.018217068592463,-62.121756818473045
10,10,-14.185878268952102,-49.9446403343808
11,11,-6.149902493098111,-38.294275735505444
12,12,1.2309449258624063,-19.224685430924964
