,month,max_extreme,min_extreme
1,1,-0.06797190152748289,-16.831991710228912
2,2,0.1630587057388766,-29.09789135278152
3,3,-4.290861201966415,-43.75747292702491
4,4,-4.582788779056653,-51.28789877978642
5,5,-3.614343505585765,-49.61791279632378
6,6,-3.985138623914356,-46.571071296971716
7,7,-6.987953039172208,-54.22635165092363
8,8,-1.7801766367189913,-65.52380738423642
9,9,-8.855045067730504,-50.24406453270226
10,10,-9.008046639859156,-37.24659799424606
11,11,-2.3743822964144137,-30.29202881233392
12,12,0.8817467695726453,-16.568977360730898
