,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
111,2020-04-21,-22.200249999999983,-37.07949999999997,-69.99999999999946,129.99999999999693,True,False,True,False
112,2020-04-22,-18.909429999999983,-21.959559999999986,-69.99999999999946,129.99999999999693,True,False,True,False
113,2020-04-23,-19.82595999999998,-23.960439999999977,-69.99999999999946,129.99999999999693,True,False,True,False
578,2021-08-01,-22.35618999999997,-25.94919999999999,-69.99999999999946,129.99999999999693,True,False,True,False
579,2021-08-02,-23.992099999999965,-26.739859999999965,-69.99999999999946,129.99999999999693,True,False,True,False
606,2021-08-29,-22.07219999999998,-27.961459999999988,-69.99999999999946,129.99999999999693,True,False,True,False
607,2021-08-30,-21.53552999999997,-27.230549999999965,-69.99999999999946,129.99999999999693,True,False,True,False
608,2021-08-31,-21.557609999999983,-25.389989999999983,-69.99999999999946,129.99999999999693,True,False,True,False
805,2022-03-16,-18.397569999999973,-22.448649999999983,-69.99999999999946,129.99999999999693,True,False,True,False
806,2022-03-17,-11.570349999999962,-18.25903999999997,-69.99999999999946,129.99999999999693,True,False,True,False
807,2022-03-18,-11.190529999999969,-15.113749999999982,-69.99999999999946,129.99999999999693,True,False,True,False
808,2022-03-19,-13.258279999999957,-20.364889999999978,-69.99999999999946,129.99999999999693,True,False,True,False
1057,2022-11-23,-12.18259999999998,-19.568149999999974,-69.99999999999946,129.99999999999693,True,False,True,False
1058,2022-11-24,-13.789469999999994,-21.69119999999998,-69.99999999999946,129.99999999999693,True,False,True,False
1138,2023-02-12,-13.622199999999964,-18.205149999999975,-69.99999999999946,129.99999999999693,True,False,True,False
1139,2023-02-13,-14.192049999999997,-17.193459999999988,-69.99999999999946,129.99999999999693,True,False,True,False
1140,2023-02-14,-13.91125999999997,-20.11705999999998,-69.99999999999946,129.99999999999693,True,False,True,False
1301,2023-07-25,-57.46609999999998,-62.10431999999997,-69.99999999999946,129.99999999999693,False,True,False,True
1302,2023-07-26,-57.380289999999974,-63.34248999999997,-69.99999999999946,129.99999999999693,False,True,False,True
1607,2024-05-26,-20.394109999999984,-30.12367999999998,-69.99999999999946,129.99999999999693,True,False,True,False
1608,2024-05-27,-20.822529999999972,-34.64683999999997,-69.99999999999946,129.99999999999693,True,False,True,False
1815,2024-12-20,-13.211829999999964,-17.398029999999977,-69.99999999999946,129.99999999999693,True,False,True,False
1816,2024-12-21,-13.342569999999968,-17.230699999999985,-69.99999999999946,129.99999999999693,True,False,True,False
1817,2024-12-22,-12.719669999999953,-21.17158999999998,-69.99999999999946,129.99999999999693,True,False,True,False
