,month,max_extreme,min_extreme
1,1,8.73404137834679,-21.876558837547684
2,2,4.714899394180918,-17.950472512541644
3,3,5.645077975633893,-16.003942449010026
4,4,8.415482974846148,-10.301449365883375
5,5,10.856213907275283,-4.861214405384987
6,6,16.44794487209753,-1.782309357393185
7,7,16.71140863931893,2.3880431555411317
8,8,16.70440143352875,3.3883435554717614
9,9,12.099988534355408,-2.484197755634619
10,10,10.737949411310817,-10.013738118607423
11,11,7.844510177382196,-17.436317799585126
12,12,5.626458332710648,-16.616178930471005
