,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
242,2020-08-30,-10.335999999999956,-34.46486999999999,-79.99999999999889,-175.00000000000625,True,False,True,False
243,2020-08-31,-6.895420000000001,-10.13821999999999,-79.99999999999889,-175.00000000000625,True,False,True,False
244,2020-09-01,-7.258199999999988,-19.365879999999976,-79.99999999999889,-175.00000000000625,True,False,True,False
336,2020-12-02,-13.062539999999956,-18.452469999999977,-79.99999999999889,-175.00000000000625,False,True,False,True
337,2020-12-03,-13.722080000000004,-19.145969999999977,-79.99999999999889,-175.00000000000625,False,True,False,True
338,2020-12-04,-12.669169999999951,-18.60639999999998,-79.99999999999889,-175.00000000000625,False,True,False,True
339,2020-12-05,-14.19653999999997,-18.198279999999983,-79.99999999999889,-175.00000000000625,False,True,False,True
477,2021-04-22,-53.14720999999997,-55.80255999999997,-79.99999999999889,-175.00000000000625,False,True,False,True
478,2021-04-23,-55.14039999999997,-59.80299999999997,-79.99999999999889,-175.00000000000625,False,True,False,True
479,2021-04-24,-53.63597999999999,-60.10789999999997,-79.99999999999889,-175.00000000000625,False,True,False,True
480,2021-04-25,-50.11908999999997,-53.80970999999997,-79.99999999999889,-175.00000000000625,False,True,False,True
1122,2023-01-27,-1.3992700000000011,-3.0963499999999726,-79.99999999999889,-175.00000000000625,True,False,True,False
1123,2023-01-28,-1.0268299999999613,-4.32956999999999,-79.99999999999889,-175.00000000000625,True,False,True,False
1350,2023-09-12,-11.136449999999968,-22.24826999999999,-79.99999999999889,-175.00000000000625,True,False,True,False
1351,2023-09-13,-11.354219999999998,-21.06974999999997,-79.99999999999889,-175.00000000000625,True,False,True,False
1477,2024-01-17,-1.1918699999999944,-2.885599999999954,-79.99999999999889,-175.00000000000625,True,False,True,False
1478,2024-01-18,-1.1457599999999957,-3.451149999999984,-79.99999999999889,-175.00000000000625,True,False,True,False
