,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,29.3711522043011,2.6926517200960465,36.10278150454122,20.22326424731185,2.134089212454159,14.888041216176452
2,2,30.83997958823532,2.835259061708755,37.92812724250721,20.535163235294142,2.23647516530966,14.943975322019991
3,3,34.23791209677422,2.639630210165998,40.83698762218921,22.216468225806473,1.8140147710249879,17.681431298244004
4,4,36.76727666666669,2.465732822600218,42.93160872316724,23.73029811111113,1.7123965485982404,19.44930673961553
5,5,36.98230559139787,2.7137564072749525,43.76669660958525,25.176816505376365,1.3739802623926152,21.741865849394827
6,6,33.652615000000026,3.6682617255679135,42.82326931391981,24.773420444444472,1.4115953532583565,21.244432061298582
7,7,34.11131218390807,1.569951988659823,38.03619215555763,24.645510402298875,0.7267802292623683,22.828559829142954
8,8,33.49378703225808,1.2362789294104,36.584484355784085,24.26013477419357,0.7279542346640793,22.44024918753337
9,9,32.537846933333356,1.6380669861817996,36.63301439878786,24.022411600000027,0.9105880174485641,21.745941556378618
10,10,30.99694819354841,2.2260692920247145,36.56212142361019,23.101122709677444,1.5106633374428282,19.324464366070373
11,11,30.077243333333353,1.6631598121654552,34.235142863746994,21.76739553333336,1.483899318884524,18.05764723612205
12,12,29.50124877419357,2.682196670232614,36.206740449775104,20.45600335483873,2.0961394123958117,15.215654823849203
