,month,max_extreme,min_extreme
1,1,-1.133794568542453,-17.910548269288153
2,2,0.10680202059725019,-30.886039411931126
3,3,-3.56441770631438,-39.46417812008619
4,4,-4.996787352870214,-42.51915157584404
5,5,-7.9828805114134695,-46.18064207556017
6,6,-8.752931246004554,-48.819093229302865
7,7,-9.657674051542227,-51.380597373256236
8,8,-9.622942885261192,-53.67433797938809
9,9,-10.512348716957042,-46.61679236102157
10,10,-5.763753415489692,-39.53955501767864
11,11,0.7307352269739642,-27.446144199602053
12,12,-0.6805549876419885,-18.193937157602633
