,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-13.552594946236537,9.606642456426796,10.464011194830453,-19.20387209677417,9.987260045510165,-44.172022210549585
2,2,-10.855487176470564,7.829371139009225,8.717940671052496,-18.371695352941153,8.429633063843385,-39.44577801254961
3,3,-4.855294354838685,6.016652827298478,10.18633771340751,-13.875914301075246,6.275882359301795,-29.565620199329736
4,4,2.0219140555555777,3.8857561878259426,11.736304525120435,-6.911033555555534,4.659838219443958,-18.56062910416543
5,5,9.079494838709701,3.6214075938015426,18.13301382321356,-0.8638448387096539,2.69949529983386,-7.612583088294304
6,6,15.567522500000026,3.598876530319537,24.56471382579887,5.3630489444444684,3.1171400222873875,-2.429801111274
7,7,17.866327701149448,3.253708106231849,26.00059796672907,8.325222586206918,2.4613014879485346,2.1719688663355807
8,8,16.360488709677437,4.0019158267978305,26.365278276672015,6.983465290322605,2.520105920574507,0.6832004888863379
9,9,10.33599606666669,3.1870046325160963,18.30350764795693,1.872614600000023,2.7672319623401314,-5.045465305850305
10,10,2.264893870967765,5.15680635386378,15.156909755627213,-4.422076387096752,5.101406372116035,-17.175592317386837
11,11,-8.926044533333313,6.381070438904,7.026631563926687,-16.014271666666644,7.0931363425512055,-33.74711252304466
12,12,-14.741017999999977,8.428857193490952,6.331124983727404,-20.963578967741913,8.872254124207728,-43.14421427826123
