,month,max_extreme,min_extreme
1,1,-0.8647830088206341,-18.368521582122042
2,2,-0.4511308875023765,-33.373924108392806
3,3,-9.701208944119955,-45.79597805911244
4,4,-8.831246760198344,-53.41462791792742
5,5,-9.54109066561048,-51.89945031919723
6,6,-5.092400104453915,-53.79678418532626
7,7,-12.336048495244082,-55.54852312442378
8,8,-7.9416991084564685,-65.18799715068207
9,9,-9.871973738916335,-54.081020569364966
10,10,-11.457275826114042,-39.19736621445804
11,11,-3.838361587543309,-33.4519777861612
12,12,-0.33705745456691005,-16.745524599329045
