,month,max_extreme,min_extreme
1,1,48.198363538360205,22.02390584618165
2,2,43.95581959189866,19.681867894717517
3,3,44.85591005148568,19.666295324464752
4,4,39.91624595904858,14.879414673048448
5,5,35.32729462201912,9.454948093205457
6,6,33.822678414559036,6.86157672409932
7,7,34.039882715896596,5.596289046134861
8,8,36.63318960489457,9.103870987284456
9,9,39.789463781948406,13.582113684952425
10,10,42.45881331403702,17.46028426942224
11,11,45.612283708435555,17.97408967404332
12,12,46.86415086778818,20.92056711849699
