,month,max_extreme,min_extreme
1,1,-23.873659342136442,-45.59345503288145
2,2,-29.409954132105057,-58.88134163513046
3,3,-37.77109968673179,-68.18172342060842
4,4,-42.62436261347858,-74.40854529468092
5,5,-45.14583304864823,-76.29827455057736
6,6,-39.949934682972,-79.17550233963814
7,7,-40.015373614861744,-79.12418931234077
8,8,-39.827865019037645,-80.58114148687736
9,9,-40.20550244738028,-78.3195177194516
10,10,-39.54836667885283,-70.3253206455881
11,11,-24.762986659058452,-62.638040440642946
12,12,-24.58449292807491,-44.95048902375902
