,month,max_extreme,min_extreme
1,1,4.594584652663617,-55.46381615707958
2,2,2.4311333899611647,-46.26825553054563
3,3,8.953762699016519,-35.107360853909405
4,4,13.958675815307037,-20.798234922872602
5,5,26.886010069274807,-10.680170110707294
6,6,32.55461642748193,0.4319793026772114
7,7,34.76255518949642,7.516009422054603
8,8,31.481431874150843,4.1106889730830805
9,9,22.658200513000857,-4.888242080544148
10,10,11.155853435310615,-14.62543501218028
11,11,8.513936403718972,-37.721108338256556
12,12,2.0656985525976133,-53.26948887091041
