,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
472,2021-04-17,-49.91090999999997,-51.454759999999965,-83.99999999999866,-179.90000000000595,False,True,False,True
473,2021-04-18,-48.70922999999999,-51.43611999999999,-83.99999999999866,-179.90000000000595,False,True,False,True
478,2021-04-23,-49.285529999999966,-53.185839999999985,-83.99999999999866,-179.90000000000595,False,True,False,True
479,2021-04-24,-39.63401999999997,-52.53778999999997,-83.99999999999866,-179.90000000000595,False,True,False,True
480,2021-04-25,-39.57899999999998,-53.88029999999998,-83.99999999999866,-179.90000000000595,False,True,False,True
481,2021-04-26,-49.77778999999998,-54.51313999999997,-83.99999999999866,-179.90000000000595,False,True,False,True
907,2022-06-26,-43.94854999999998,-48.26333999999997,-83.99999999999866,-179.90000000000595,False,True,False,True
908,2022-06-27,-47.049199999999985,-48.82478999999998,-83.99999999999866,-179.90000000000595,False,True,False,True
909,2022-06-28,-41.17286999999999,-48.718399999999974,-83.99999999999866,-179.90000000000595,False,True,False,True
1987,2025-06-10,-3.4722699999999804,-17.573429999999973,-83.99999999999866,-179.90000000000595,True,False,True,False
1988,2025-06-11,-3.510659999999973,-10.229529999999954,-83.99999999999866,-179.90000000000595,True,False,True,False
