,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
107,2020-04-17,-6.472239999999999,-21.15492999999998,-79.99999999999889,-140.0000000000082,True,False,True,False
108,2020-04-18,-5.382729999999981,-21.83947999999998,-79.99999999999889,-140.0000000000082,True,False,True,False
746,2022-01-16,-1.2967599999999493,-6.358829999999955,-79.99999999999889,-140.0000000000082,True,False,True,False
747,2022-01-17,-1.4335699999999747,-8.438599999999951,-79.99999999999889,-140.0000000000082,True,False,True,False
1060,2022-11-26,-5.5469699999999875,-19.33449999999999,-79.99999999999889,-140.0000000000082,True,False,True,False
1061,2022-11-27,-5.000159999999994,-14.66379999999998,-79.99999999999889,-140.0000000000082,True,False,True,False
1356,2023-09-18,-5.2656599999999685,-21.311069999999972,-79.99999999999889,-140.0000000000082,True,False,True,False
1357,2023-09-19,-3.93723,-7.849339999999984,-79.99999999999889,-140.0000000000082,True,False,True,False
1358,2023-09-20,-4.108069999999998,-13.79947999999996,-79.99999999999889,-140.0000000000082,True,False,True,False
1473,2024-01-13,-1.2343199999999683,-11.08524,-79.99999999999889,-140.0000000000082,True,False,True,False
1474,2024-01-14,-1.7316699999999514,-6.233369999999979,-79.99999999999889,-140.0000000000082,True,False,True,False
1835,2025-01-09,-1.7910799999999654,-6.41659999999996,-79.99999999999889,-140.0000000000082,True,False,True,False
1836,2025-01-10,-1.681739999999991,-5.935029999999983,-79.99999999999889,-140.0000000000082,True,False,True,False
