,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-20.159616666666647,3.237577718172523,-12.065672371235339,-26.8101237096774,3.5337598077341816,-35.644523229012854
2,2,-25.15194988235292,3.6341258995820436,-16.06663513339781,-31.443615588235275,3.97177179140106,-41.37304506673792
3,3,-31.59404505376342,5.705824811835259,-17.32948302417527,-36.7590154301075,5.524041867633093,-50.569120099190236
4,4,-35.4811157222222,5.111012386217669,-22.703584756678026,-39.9768822222222,4.958495865666963,-52.37312188638961
5,5,-36.07981537634406,6.269934902545133,-20.404978119981227,-40.39161413978492,6.437672238544709,-56.485794736146694
6,6,-36.27466333333331,5.674903933246199,-22.08740350021781,-40.60997527777775,5.705926077176101,-54.874790470718004
7,7,-37.34663264367814,6.669714737553,-20.672345799795643,-42.11458896551722,6.19963093710131,-57.613666308270496
8,8,-36.12939593548385,6.480443235439945,-19.928287846883986,-40.22363909677418,6.474601979475275,-56.41014404546237
9,9,-34.269805999999974,6.107252640631191,-19.001674398421997,-39.33489493333331,6.312009279339088,-55.11491813168103
10,10,-30.54967793548385,4.948352384919638,-18.178796973184753,-36.614220516129016,5.319810831926652,-49.91374759594565
11,11,-26.252454066666644,3.8548519716383964,-16.615324137570653,-32.88223346666665,4.399591695739212,-43.88121270601468
12,12,-20.131940193548363,3.245751337745983,-12.017561849183405,-26.539646645161266,4.094862635854022,-36.77680323479632
