,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,33.21217467741938,5.617454992814098,47.25581215945462,18.38055897849465,4.066582407196828,8.214102960502583
2,2,33.627522588235315,5.362203611937767,47.03303161807973,18.160918176470613,3.960638831039516,8.259321098871823
3,3,30.92077333333335,4.977912457735744,43.36555447767271,17.380113118279596,3.468928581748606,8.70779166390808
4,4,26.311825277777807,4.738937399237289,38.15916877587103,13.8926697777778,3.5584863005920973,4.996454026297556
5,5,21.613082741935507,3.085839324929196,29.3276810542585,9.828238494623678,2.569812979886761,3.4037060449067758
6,6,18.554985555555575,3.0739626095984285,26.239892079551645,8.223814000000024,2.373272393626889,2.2906330159328014
7,7,18.514000517241403,2.819407707691439,25.56251978647,6.974831954023011,2.3733131355054344,1.041549115259425
8,8,21.426121161290347,4.499738799019766,32.67546815883976,8.442147806451633,2.711286130199235,1.6639324809535463
9,9,25.056822066666687,5.26848071369144,38.22802385089528,11.106115400000023,3.631414274488739,2.0275797137781755
10,10,26.994589032258087,5.689195538477488,41.217577878451806,13.082245032258086,3.805411335899193,3.5687166925101046
11,11,29.606308533333358,6.206068523535926,45.12147984217317,15.18667020000002,3.9681660649789214,5.266255037552716
12,12,31.64606593548389,5.589327671467364,45.6193851141523,16.834406258064536,3.9178244161030467,7.039845217806921
