,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-26.841254677419332,2.4406032337306254,-20.739746593092768,-28.992041612903204,2.3683418786382977,-34.91289630949895
2,2,-31.46802194117645,4.429714394694767,-20.39373595443953,-34.15730888235292,4.491498757256293,-45.38605577549366
3,3,-38.1680822580645,4.743933576317859,-26.308248317269854,-41.78914849462363,4.688579564059529,-53.510597404772454
4,4,-40.4315567222222,5.329423270861265,-27.107998545069034,-44.349757111111096,5.200057216031,-57.34990015118859
5,5,-40.09591650537632,4.874742540592011,-27.9090601538963,-44.11098306451611,4.98770621114884,-56.580248592388216
6,6,-40.62278644444442,4.969255215033213,-28.19964840686139,-44.757701222222195,4.714207432483578,-56.54321980343114
7,7,-43.44986304597699,5.533513711681378,-29.616078766773544,-47.69865258620687,5.26636808092929,-60.8645727885301
8,8,-43.74243451612901,5.87114828883586,-29.06456379403936,-47.93994380645159,5.6027043648663595,-61.94670471861748
9,9,-42.44261419999998,4.939856632529599,-30.092972618675983,-46.23410813333331,4.67209641302293,-57.914349165890634
10,10,-38.69887664516127,3.570186992727679,-29.773409163342073,-41.67540735483869,3.7652768853427245,-51.088599568195505
11,11,-31.885645066666644,3.841197329436592,-22.282651743075164,-34.201775466666646,3.7112763780337255,-43.47996641175096
12,12,-26.17111780645159,2.6953017508616277,-19.43286342929752,-28.202777612903205,2.711518270036726,-34.98157328799502
