,month,max_extreme,min_extreme
1,1,20.605013481207813,-16.4491742568669
2,2,22.94089923915329,-14.244506023343826
3,3,27.428965905009505,-9.648607826205742
4,4,29.459092406768583,-4.80438866044371
5,5,33.45527607862015,0.6692033847076129
6,6,35.058699355246496,6.608056024713321
7,7,37.428993034443366,10.674841208426939
8,8,37.924994448861526,12.556227286358112
9,9,35.27127620726865,5.3527801766998335
10,10,32.02778411272886,0.6056978135692486
11,11,25.933073999766727,-6.253919109993706
12,12,20.78316048819434,-7.162626912417921
