,month,max_extreme,min_extreme
1,1,19.529089594906914,-32.527395924206616
2,2,22.43490317562598,-36.41461520642295
3,3,22.76443615465082,-20.424037946146914
4,4,26.82224843337186,-12.092451369161504
5,5,31.719192510940175,-3.528770286307102
6,6,34.261124385644365,3.320049786486491
7,7,38.35906094529673,7.715253127577861
8,8,38.475333184880284,7.014499354292141
9,9,35.83733109184124,2.0340660507765076
10,10,34.16958538979716,-12.78982408818279
11,11,21.860691236691583,-21.937333346803825
12,12,19.677062987041797,-32.08463646322643
