,month,max_extreme,min_extreme
1,1,-1.2360092649092964,-17.053756981946474
2,2,-0.6656874473629575,-33.05829065231755
3,3,-9.19747474089288,-46.32801273622122
4,4,-13.111299900327673,-53.563848727588336
5,5,-11.286941636221638,-57.04443187552766
6,6,-9.063490647799973,-56.34926792989434
7,7,-15.603614740456905,-57.6562063067843
8,8,-12.18187728154306,-68.22883198520981
9,9,-11.472611778476804,-59.07012723443796
10,10,-12.902875931353195,-45.191416012550306
11,11,-5.214123226910878,-34.420164249256096
12,12,-0.2504794776982431,-17.35048340429396
