,month,max_extreme,min_extreme
1,1,28.25619555142293,-4.422822869516626
2,2,29.94741668262585,-1.6918116924438706
3,3,30.404896861488538,4.64345014759448
4,4,30.652572547952914,9.960003591499575
5,5,32.51668019028169,16.61521045875303
6,6,35.12864501366796,21.615801625006867
7,7,34.84614090895637,23.669250470242133
8,8,37.43656565606275,23.190423095597925
9,9,34.79537689100715,18.43396063854466
10,10,32.37111320805999,10.63828438431217
11,11,30.8837032943086,4.293163891755983
12,12,29.54182681978792,-0.4475843621285023
