,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,10.028109516129053,4.741153993087324,21.880994498847365,1.703115053763462,3.3922402899927366,-6.777485671218379
2,2,10.707812941176494,5.615283462730425,24.746021598002557,3.085629000000024,3.4204055499605266,-5.465384874901293
3,3,16.77869500000002,5.792234013465648,31.25928003366414,7.926056129032281,3.7517424468508995,-1.453299988094967
4,4,21.521500833333356,4.708477624761446,33.29269489523697,12.477246388888911,3.534590392088513,3.6407704086676294
5,5,25.607466397849485,3.776567115828073,35.04888418741967,17.24461026881723,3.0744593440711503,9.558461908639353
6,6,28.388620000000017,3.3928391419077695,36.87071785476944,21.782330111111133,2.4098515524465505,15.757701229994757
7,7,32.52626609195405,3.117973004024983,40.32119860201651,25.391801896551744,1.498134979303648,21.646464448292623
8,8,33.25745412903228,3.7773512523968615,42.700832260024434,25.589055935483895,1.9920074428402073,20.609037328383376
9,9,28.108292066666692,3.840474401806798,37.70947807118369,21.41246906666669,2.6001947700615613,14.911982141512787
10,10,21.76197561290325,4.146109143903614,32.12724847266229,14.898930258064537,3.3563516586936353,6.508051111330449
11,11,17.619805200000016,4.570464407805668,29.045966219514185,9.635352400000022,4.4116422920297005,-1.3937533300742295
12,12,10.007715419354861,4.795221040543703,21.995768020714117,1.9228367741935732,3.956045612711406,-7.967277257584941
