,month,max_extreme,min_extreme
1,1,-10.80189231892448,-45.6501263223398
2,2,-9.589925019694492,-47.24189686589048
3,3,-7.762744611975066,-43.956520792340925
4,4,-3.3331220583498062,-36.19795158121247
5,5,0.009369603224349987,-30.63647679220545
6,6,3.2761956121092357,-21.958786672523427
7,7,3.4066660065452274,-16.494523225661432
8,8,2.427707595617197,-20.25366119932388
9,9,1.0140436824475376,-32.260301641355916
10,10,-2.6767837588044845,-37.373533469976515
11,11,-7.165997876586939,-40.972898529941084
12,12,-10.24104233080156,-44.03097919512662
