,month,max_extreme,min_extreme
1,1,-1.2173020744748255,-17.06539576694297
2,2,-0.6504936594839386,-33.06811988751702
3,3,-9.18764325293516,-46.32932229222754
4,4,-13.075589035713818,-53.5763977313875
5,5,-11.290498802450259,-57.00838098876464
6,6,-9.013527337765861,-56.34659037436781
7,7,-15.537221113578234,-57.69191675401085
8,8,-12.157703445295596,-68.22760601537118
9,9,-11.445219976789303,-59.05699618245229
10,10,-12.914322318962459,-45.1351687022618
11,11,-5.178583211271281,-34.42762238782911
12,12,-0.2352856777105865,-17.338456925331315
