,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-28.831662903225787,2.7324155468580402,-22.000624036080687,-30.97124537634406,2.58916586617162,-37.44416004177311
2,2,-34.36019782352938,4.69528162269661,-22.621993766787856,-37.103263705882334,4.520706459207903,-48.40502985390209
3,3,-41.520401129032244,4.848631573142454,-29.39882219617611,-45.26327881720428,4.560017604089382,-56.663322827427734
4,4,-43.945433444444426,5.415476145617203,-30.40674308040142,-48.1535087222222,5.0876772978498765,-60.87270196684689
5,5,-43.883154784946214,5.2269817219614545,-30.81570048004258,-48.15543236559138,5.031226059286231,-60.73349751380696
6,6,-44.78380199999997,5.322596092513566,-31.47731176871606,-48.94287277777776,4.815910169597483,-60.98264820177147
7,7,-47.1983402873563,6.053600844041476,-32.06433817725261,-51.748329482758606,5.37759052174451,-65.19230578711988
8,8,-47.68465503225804,6.157544736685629,-32.29079319054397,-51.73493477419353,5.842777354684784,-66.3418781609055
9,9,-46.45123339999998,5.356832945976609,-33.059151035058456,-50.510026933333315,4.970438764654466,-62.93612384496948
10,10,-42.79275303225804,4.278848945506282,-32.09563066849233,-45.986205806451586,4.321860380721683,-56.79085675825579
11,11,-34.09151213333331,4.522527125035145,-22.785194320745447,-36.45941886666664,4.327080431086531,-47.27711994438297
12,12,-27.969215161290297,3.125350039209603,-20.15584006326629,-29.997790580645137,2.953563977191395,-37.38170052362362
