,month,max_mean,max_std,max_extreme,min_mean,min_std,min_extreme
1,1,-30.812562903225782,5.095106021278275,-18.074797850030095,-35.49834155913977,4.559494182350475,-46.89707701501595
2,2,-28.42646858823527,6.429347501712219,-12.353099833954722,-33.2154276470588,6.142446275861926,-48.57154333671362
3,3,-21.291516021505352,5.924830509260867,-6.479439748353183,-28.04997059139783,5.905333076065814,-42.81330328156237
4,4,-9.115117111111088,5.606933944113381,4.9022177491723635,-15.720454888888867,6.203654224751089,-31.22959045076659
5,5,1.6972481720430332,6.287407024838541,17.415765734139384,-4.15638887096772,4.832671593279666,-16.238067854166886
6,6,14.23250144444447,6.641607115034442,30.836519232030575,6.125801444444464,5.253498056448641,-7.007943696677138
7,7,14.508896724137955,6.138344839043574,29.85475882174689,7.114428793103473,4.437106505386157,-3.97833747036192
8,8,10.417552903225832,4.946011046690096,22.782580519951072,4.422825419354862,3.0547457765424917,-3.2140390220013666
9,9,4.172173266666689,3.751886423911961,13.551889326446592,-0.7364347999999775,3.241837634381913,-8.841028885954762
10,10,-8.31338722580643,5.895060343067396,6.424263631862059,-13.388035354838687,6.687279161248654,-30.10623325796032
11,11,-20.96412273333331,6.545296100120776,-4.600882483031366,-25.70155486666664,6.246190246143302,-41.31703048202489
12,12,-27.164062258064494,6.635917469049362,-10.57426858544109,-32.24915825806449,6.551809285017814,-48.628681470609024
