,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
1099,2023-01-04,-12.786720000000004,-20.338629999999966,80.00000000000057,-19.999999999991132,True,False,True,False
1100,2023-01-05,-12.803259999999966,-23.19489999999999,80.00000000000057,-19.999999999991132,True,False,True,False
1274,2023-06-28,7.708830000000035,0.4358500000000163,80.00000000000057,-19.999999999991132,True,False,True,False
1275,2023-06-29,7.877250000000004,2.538780000000031,80.00000000000057,-19.999999999991132,True,False,True,False
1277,2023-07-01,8.583280000000002,5.608120000000042,80.00000000000057,-19.999999999991132,True,False,True,False
1278,2023-07-02,8.168360000000007,6.200770000000034,80.00000000000057,-19.999999999991132,True,False,True,False
1330,2023-08-23,6.55233000000004,2.96768000000003,80.00000000000057,-19.999999999991132,True,False,True,False
1331,2023-08-24,6.528440000000046,0.9623700000000212,80.00000000000057,-19.999999999991132,True,False,True,False
1884,2025-02-27,-6.613999999999976,-13.865359999999953,80.00000000000057,-19.999999999991132,True,False,True,False
1885,2025-02-28,-6.625279999999975,-12.765049999999974,80.00000000000057,-19.999999999991132,True,False,True,False
1978,2025-06-01,-9.698099999999954,-12.530129999999986,80.00000000000057,-19.999999999991132,False,True,False,True
1979,2025-06-02,-8.254279999999994,-13.588049999999953,80.00000000000057,-19.999999999991132,False,True,False,True
