,month,max_extreme,min_extreme
1,1,-1.477212624045058,-17.048266862971428
2,2,-0.48758346860749846,-33.172903994123
3,3,-8.72891898907453,-47.10314356348158
4,4,-13.92861238775168,-53.411049832439716
5,5,-9.716163780257183,-59.067005668457696
6,6,-9.844144833452297,-57.19670278412239
7,7,-17.043328280656606,-57.034969882797746
8,8,-13.171359381484642,-67.43723524195116
9,9,-12.465070212442452,-59.75933476510221
10,10,-12.61293128825289,-47.4431929519486
11,11,-6.687084334812035,-34.48766723327391
12,12,-0.40190852136032884,-17.861136544477446
