,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
80,2020-03-21,-56.144319999999965,-59.427069999999986,-79.99999999999889,129.99999999999693,False,True,False,True
81,2020-03-22,-57.83673999999996,-59.49279999999999,-79.99999999999889,129.99999999999693,False,True,False,True
82,2020-03-23,-55.21799999999999,-59.42268999999999,-79.99999999999889,129.99999999999693,False,True,False,True
244,2020-09-01,-35.97739999999999,-41.33433999999997,-79.99999999999889,129.99999999999693,True,False,True,False
245,2020-09-02,-36.322449999999975,-41.900889999999976,-79.99999999999889,129.99999999999693,True,False,True,False
807,2022-03-18,-25.084679999999963,-33.08633999999998,-79.99999999999889,129.99999999999693,True,False,True,False
808,2022-03-19,-25.233539999999977,-34.53611999999998,-79.99999999999889,129.99999999999693,True,False,True,False
1122,2023-01-27,-34.017769999999985,-39.287829999999985,-79.99999999999889,129.99999999999693,False,True,False,True
1123,2023-01-28,-35.44070999999997,-41.19409999999996,-79.99999999999889,129.99999999999693,False,True,False,True
1124,2023-01-29,-35.84475999999998,-39.93275999999997,-79.99999999999889,129.99999999999693,False,True,False,True
1125,2023-01-30,-35.534569999999974,-40.57394999999997,-79.99999999999889,129.99999999999693,False,True,False,True
1285,2023-07-09,-37.201239999999984,-42.59910999999997,-79.99999999999889,129.99999999999693,True,False,True,False
1286,2023-07-10,-38.464909999999975,-43.73095999999998,-79.99999999999889,129.99999999999693,True,False,True,False
1764,2024-10-30,-32.968189999999964,-37.28413999999998,-79.99999999999889,129.99999999999693,True,False,True,False
1765,2024-10-31,-34.28996999999998,-40.086869999999976,-79.99999999999889,129.99999999999693,True,False,True,False
1942,2025-04-26,-36.05203999999998,-42.10704999999999,-79.99999999999889,129.99999999999693,True,False,True,False
1943,2025-04-27,-34.59707999999998,-41.967149999999975,-79.99999999999889,129.99999999999693,True,False,True,False
1945,2025-04-29,-36.202139999999986,-39.759859999999975,-79.99999999999889,129.99999999999693,True,False,True,False
1946,2025-04-30,-36.329669999999965,-38.47140999999996,-79.99999999999889,129.99999999999693,True,False,True,False
1967,2025-05-21,-61.65769999999998,-64.38339999999997,-79.99999999999889,129.99999999999693,False,True,False,True
1968,2025-05-22,-64.55941999999999,-65.93501999999998,-79.99999999999889,129.99999999999693,False,True,False,True
1969,2025-05-23,-59.969779999999986,-66.12056999999999,-79.99999999999889,129.99999999999693,False,True,False,True
