,date,temp_max,temp_min,latitude,longitude,is_above_max_extreme,is_below_min_extreme,is_heat_wave,is_cold_wave
12,2020-01-13,-13.787939999999992,-26.27598999999998,50.00000000000128,-120.00000000000932,False,True,False,True
13,2020-01-14,-21.620889999999974,-26.86239999999998,50.00000000000128,-120.00000000000932,False,True,False,True
14,2020-01-15,-14.528539999999964,-24.747439999999983,50.00000000000128,-120.00000000000932,False,True,False,True
73,2020-03-14,-7.201939999999979,-15.080539999999983,50.00000000000128,-120.00000000000932,False,True,False,True
74,2020-03-15,-3.2707999999999515,-15.920079999999984,50.00000000000128,-120.00000000000932,False,True,False,True
297,2020-10-24,-4.443879999999979,-9.581799999999989,50.00000000000128,-120.00000000000932,False,True,False,True
298,2020-10-25,-1.7581500000000003,-12.379199999999967,50.00000000000128,-120.00000000000932,False,True,False,True
542,2021-06-26,30.919579999999996,13.475850000000037,50.00000000000128,-120.00000000000932,True,False,True,False
543,2021-06-27,33.73266000000001,15.72610000000003,50.00000000000128,-120.00000000000932,True,False,True,False
544,2021-06-28,35.15753000000001,16.59164000000004,50.00000000000128,-120.00000000000932,True,False,True,False
545,2021-06-29,35.31594000000001,17.096339999999998,50.00000000000128,-120.00000000000932,True,False,True,False
546,2021-06-30,35.58157,19.418900000000008,50.00000000000128,-120.00000000000932,True,False,True,False
547,2021-07-01,34.3143,16.22335000000004,50.00000000000128,-120.00000000000932,True,False,True,False
1042,2022-11-08,-8.85714999999999,-15.072199999999953,50.00000000000128,-120.00000000000932,False,True,False,True
1043,2022-11-09,-9.15292999999997,-15.784999999999968,50.00000000000128,-120.00000000000932,False,True,False,True
1044,2022-11-10,-2.9874599999999987,-15.21563999999995,50.00000000000128,-120.00000000000932,False,True,False,True
1062,2022-11-28,-8.123449999999991,-16.17629999999997,50.00000000000128,-120.00000000000932,False,True,False,True
1063,2022-11-29,-10.604600000000003,-20.338499999999986,50.00000000000128,-120.00000000000932,False,True,False,True
1083,2022-12-19,-22.62854999999999,-33.720699999999965,50.00000000000128,-120.00000000000932,False,True,False,True
1084,2022-12-20,-21.984559999999988,-29.59317999999999,50.00000000000128,-120.00000000000932,False,True,False,True
1085,2022-12-21,-23.10783999999998,-36.152529999999985,50.00000000000128,-120.00000000000932,False,True,False,True
1086,2022-12-22,-25.138529999999975,-35.09344999999999,50.00000000000128,-120.00000000000932,False,True,False,True
1471,2024-01-11,-11.979399999999998,-24.785939999999982,50.00000000000128,-120.00000000000932,False,True,False,True
1472,2024-01-12,-25.973649999999964,-37.03100999999998,50.00000000000128,-120.00000000000932,False,True,False,True
1473,2024-01-13,-22.63275999999999,-33.53581999999997,50.00000000000128,-120.00000000000932,False,True,False,True
1474,2024-01-14,-19.348929999999967,-25.873999999999967,50.00000000000128,-120.00000000000932,False,True,False,True
1538,2024-03-18,13.136740000000032,-2.684849999999983,50.00000000000128,-120.00000000000932,True,False,True,False
1539,2024-03-19,12.861469999999995,-3.373449999999991,50.00000000000128,-120.00000000000932,True,False,True,False
