,month,max_extreme,min_extreme
1,1,31.1823522361806,10.715883013842511
2,2,34.54631114070184,11.293049310191648
3,3,35.8509422208427,14.00393543391686
4,4,37.15858812340095,16.061503118986476
5,5,39.02624354473575,16.885937375780383
6,6,36.55549907728695,18.237972764403303
7,7,39.584235732735934,17.71164890838882
8,8,36.160843199774256,16.590635579304326
9,9,35.04320306475215,17.69584103893035
10,10,34.02081365752877,14.865246629984293
11,11,31.211391845133456,12.31729929299473
12,12,30.23651656740857,11.174816404517053
