,month,max_extreme,min_extreme
1,1,2.2127469744364063,-13.48260588922745
2,2,1.5278395340768034,-18.742517270836068
3,3,0.5737429927932327,-22.07216340042997
4,4,-1.504540666300512,-27.99673206783642
5,5,-2.1062336105874344,-29.581891161260607
6,6,-4.1077007259467795,-33.42941108557594
7,7,-2.659559225172833,-38.19303250845161
8,8,-3.193584768577617,-36.086815771237156
9,9,-4.753720217398396,-35.18167199854425
10,10,-0.28014976801378033,-31.78085119293788
11,11,1.76506972224849,-21.876017729200683
12,12,1.5393662530907064,-13.12230835142109
